# ASCII DATA FILE: COLUMNS = 100, ROWS= 2
# Levy flight Xi estimation
# VARIABLES: r,	DD,	
# TYPES: float,	float,	
0.016000	6364.000000	
0.048000	18902.000000	
0.080000	32112.000000	
0.112000	44996.000000	
0.144000	57194.000000	
0.176000	70138.000000	
0.208000	82606.000000	
0.240000	95580.000000	
0.272000	106920.000000	
0.304000	119904.000000	
0.336000	131550.000000	
0.368000	143996.000000	
0.400000	155466.000000	
0.432000	167212.000000	
0.464000	178686.000000	
0.496000	190132.000000	
0.528000	201980.000000	
0.560000	212240.000000	
0.592000	223086.000000	
0.624000	234572.000000	
0.656000	244732.000000	
0.688000	253758.000000	
0.720000	264546.000000	
0.752000	275096.000000	
0.784000	281722.000000	
0.816000	292354.000000	
0.848000	299544.000000	
0.880000	309248.000000	
0.912000	315894.000000	
0.944000	324292.000000	
0.976000	330256.000000	
1.008000	338796.000000	
1.040000	345010.000000	
1.072000	350922.000000	
1.104000	358312.000000	
1.136000	361710.000000	
1.168000	369030.000000	
1.200000	372754.000000	
1.232000	377242.000000	
1.264000	381624.000000	
1.296000	384470.000000	
1.328000	389054.000000	
1.360000	391254.000000	
1.392000	393904.000000	
1.424000	396450.000000	
1.456000	397378.000000	
1.488000	397558.000000	
1.520000	400204.000000	
1.552000	399960.000000	
1.584000	399666.000000	
1.616000	398980.000000	
1.648000	398542.000000	
1.680000	398794.000000	
1.712000	395614.000000	
1.744000	392176.000000	
1.776000	390208.000000	
1.808000	388434.000000	
1.840000	385682.000000	
1.872000	382684.000000	
1.904000	379022.000000	
1.936000	375288.000000	
1.968000	367364.000000	
2.000000	362916.000000	
2.032000	357160.000000	
2.064000	350134.000000	
2.096000	346688.000000	
2.128000	338708.000000	
2.160000	332264.000000	
2.192000	326422.000000	
2.224000	316802.000000	
2.256000	309014.000000	
2.288000	301210.000000	
2.320000	292922.000000	
2.352000	283192.000000	
2.384000	274548.000000	
2.416000	265730.000000	
2.448000	255930.000000	
2.480000	245578.000000	
2.512000	236916.000000	
2.544000	223684.000000	
2.576000	214436.000000	
2.608000	203556.000000	
2.640000	191610.000000	
2.672000	180688.000000	
2.704000	169168.000000	
2.736000	157482.000000	
2.768000	145084.000000	
2.800000	133890.000000	
2.832000	122106.000000	
2.864000	110110.000000	
2.896000	96518.000000	
2.928000	84738.000000	
2.960000	71740.000000	
2.992000	59390.000000	
3.024000	47154.000000	
3.056000	33900.000000	
3.088000	21338.000000	
3.120000	8920.000000	
3.152000	190.000000	
3.184000	0.000000	
