# ASCII DATA FILE: COLUMNS = 100, ROWS= 5
# Levy flight Xi estimation
# VARIABLES: r,	DD,	DR,	RR,	xi,	
# TYPES: float,	float,	float,	float,	float,	
0.599500	151500.000000	166812.000000	1652118.000000	8.150676	
1.598500	214848.000000	439215.000000	4325370.000000	3.936281	
2.597500	246394.000000	704051.000000	6918278.000000	2.526157	
3.596500	277412.000000	965725.000000	9405548.000000	1.895929	
4.595500	299980.000000	1223219.000000	11807344.000000	1.468659	
5.594500	307286.000000	1466784.000000	14117550.000000	1.098666	
6.593500	305312.000000	1714873.000000	16334718.000000	0.769432	
7.592500	302128.000000	1952129.000000	18452910.000000	0.521497	
8.591500	311782.000000	2171348.000000	20496422.000000	0.402395	
9.590500	337908.000000	2388613.000000	22446742.000000	0.377127	
10.589499	343960.000000	2587300.000000	24308086.000000	0.286246	
11.588500	342850.000000	2766243.000000	26114248.000000	0.194315	
12.587500	371962.000000	2946840.000000	27814956.000000	0.218385	
13.586500	395664.000000	3132775.000000	29458888.000000	0.216226	
14.585500	398018.000000	3308185.000000	31000840.000000	0.149639	
15.584500	387212.000000	3468068.000000	32457680.000000	0.055997	
16.583500	369724.000000	3631870.000000	33554432.000000	-0.062900	
17.582500	357478.000000	3812415.000000	33554432.000000	-0.207009	
18.581501	356040.000000	3948959.000000	33554432.000000	-0.292681	
19.580502	339780.000000	4078375.000000	33554432.000000	-0.418278	
20.579500	335504.000000	4204914.000000	33554432.000000	-0.506444	
21.578501	377626.000000	4345425.000000	33554432.000000	-0.464662	
22.577501	387540.000000	4459558.000000	33554432.000000	-0.503145	
23.576502	381804.000000	4562142.000000	33554432.000000	-0.581384	
24.575500	408104.000000	4648966.000000	33554432.000000	-0.554755	
25.574501	447134.000000	4731997.000000	33554432.000000	-0.487927	
26.573502	485292.000000	4815577.000000	33554432.000000	-0.424025	
27.572500	537964.000000	4900900.000000	33554432.000000	-0.317906	
28.571501	562886.000000	4982299.000000	33554432.000000	-0.292151	
29.570501	560446.000000	5044130.000000	33554432.000000	-0.336277	
30.569502	531786.000000	5093381.000000	33554432.000000	-0.451046	
31.568501	519234.000000	5141082.000000	33554432.000000	-0.516886	
32.567501	538994.000000	5178388.000000	33554432.000000	-0.480232	
33.566498	580050.000000	5193927.000000	33554432.000000	-0.367138	
34.565498	595772.000000	5179804.000000	33554432.000000	-0.311865	
35.564499	570664.000000	5152538.000000	33554432.000000	-0.370441	
36.563499	546996.000000	5099011.000000	33554432.000000	-0.409072	
37.562500	539872.000000	5059026.000000	33554432.000000	-0.406471	
38.561501	539994.000000	4989471.000000	33554432.000000	-0.364649	
39.560501	551614.000000	4916687.000000	33554432.000000	-0.286636	
40.559498	531496.000000	4827814.000000	33554432.000000	-0.293620	
41.558498	518376.000000	4740689.000000	33554432.000000	-0.280790	
42.557499	484560.000000	4630106.000000	33554432.000000	-0.315657	
43.556499	453064.000000	4529733.000000	33554432.000000	-0.349695	
44.555500	409984.000000	4446056.000000	33554432.000000	-0.428208	
45.554501	370940.000000	4346312.000000	33554432.000000	-0.485116	
46.553501	339940.000000	4249173.000000	33554432.000000	-0.519604	
47.552498	325700.000000	4162683.000000	33554432.000000	-0.510491	
48.551498	326924.000000	4078763.000000	33554432.000000	-0.456823	
49.550499	334608.000000	3997221.000000	33554432.000000	-0.385320	
50.549500	334502.000000	3895676.000000	33554432.000000	-0.325110	
51.548500	337644.000000	3782315.000000	33554432.000000	-0.248178	
52.547501	320676.000000	3656756.000000	33554432.000000	-0.223907	
53.546501	315722.000000	3542983.000000	33554432.000000	-0.170858	
54.545498	313252.000000	3432777.000000	33554432.000000	-0.112531	
55.544498	306880.000000	3317522.000000	33554432.000000	-0.062824	
56.543499	283310.000000	3201413.000000	33554432.000000	-0.063861	
57.542500	241914.000000	3057642.000000	33554432.000000	-0.101537	
58.541500	220626.000000	2929395.000000	32716524.000000	-0.116418	
59.540501	211186.000000	2826596.000000	31585316.000000	-0.121196	
60.539501	208352.000000	2716524.000000	30415830.000000	-0.101245	
61.538498	207424.000000	2610182.000000	29179808.000000	-0.078185	
62.537498	198696.000000	2482024.000000	27926982.000000	-0.066026	
63.536499	193410.000000	2350331.000000	26619990.000000	-0.039280	
64.535500	171650.000000	2199521.000000	25360616.000000	-0.057759	
65.534500	154488.000000	2052564.000000	24015484.000000	-0.066082	
66.533501	116580.000000	1890785.000000	22638484.000000	-0.155453	
67.532501	90006.000000	1703494.000000	21234226.000000	-0.180607	
68.531502	81776.000000	1539054.000000	19786682.000000	-0.142358	
69.530502	64104.000000	1368993.000000	18277752.000000	-0.147267	
70.529503	39506.000000	1202719.000000	16751704.000000	-0.200104	
71.528503	21894.000000	1053310.000000	15217640.000000	-0.240455	
72.527504	17250.000000	911890.000000	13627446.000000	-0.211731	
73.526505	18910.000000	778246.000000	12019654.000000	-0.137630	
74.525505	15990.000000	644258.000000	10374082.000000	-0.087919	
75.524506	1478.000000	508705.000000	8862746.000000	-0.131286	
